|GPIO141|IPC_SPI_MISO_R|SPI SOC Slave to MCU Master.SPI_SLV_0_MISO|Safe SPI|
|GPIO142|SOC_MCU_HDR15|To MCU GPIO and pin header: SAF_GPIO_7 or SAF_I2C_3_SCL|Safe GPIO|
|GPIO143|MCU_UART2_TXD|To MCU, SAF_UART_2_TX|Safe UART|
|GPIO144|MCU_UART2_RXD|To MCU, SAF_UART_2_RX|Saft UART|
|GPIO145|SOC_MCU_HDR16|To MCU GPIO and pin header: SAF_GPIO_8|Safe GPIO|
|GPIO146|SOC_MCU_HDR17|To MCU GPIO and pin header: SAF_GPIO_9|Safe GPIO|
|GPIO147|SOC_HDR18|To pin header: GPIO or MAC_SYNC_IO0 or SAF_I2C_3_SDA|?|
|GPIO148|SOC_RGMII0_TX_CLK_R|RGMII_0_TX_CLK|?|
|GPIO149|SOC_RGMII0_TXD3_R|RGMII_0_TXD3|?|
|GPIO150|SOC_RGMII0_TXD2_R|RGMII_0_TXD2|?|
|GPIO151|SOC_RGMII0_TXD1_R|RGMII_0_TXD1|?|
|GPIO152|SOC_RGMII0_TXD0_R|RGMII_0_TXD0|?|
|GPIO153|SOC_RGMII0_TX_CTL_R|RGMII_0_TX_CTL|?|
|GPIO154|SOC_RGMII0_RX_CLK|RGMII_0_RX_CLK|?|
|GPIO155|SOC_RGMII0_RXD3|RGMII_0_RXD3|?|
|GPIO156|SOC_RGMII0_RXD2|RGMII_0_RXD2|?|
|GPIO157|SOC_RGMII0_RXD1|RGMII_0_RXD1|?|
|GPIO158|SOC_RGMII0_RXD0|RGMII_0_RXD0|?|
|GPIO159|SOC_RGMII0_RX_CTL|RGMII_0_RX_CTL|?|
|GPIO160|SOC_MCU_HDR19|To MCU GPIO and pin header: GPIO or SAF_RGMII_0_MDC|Non safety GPIO|
|GPIO161|SOC_MCU_HDR20|To MCU GPIO and pin header: GPIO or SAF_RGMII_0_MDIO|Non safety GPIO|
|GPIO162|SOC_HDR21|To pin header: GPIO or MAC_SYNC_IO1|?|
|GPIO163|SOC_HDR22|To pin header: GPIO or MAC_SYNC_IN|?|
|GPIO164|SOC_RGMII1_TX_CLK_R|RGMII_1_TX_CLK|?|
|GPIO165|SOC_RGMII1_TXD3_R|RGMII_1_TXD3|?|
|GPIO166|SOC_RGMII1_TXD2_R|RGMII_1_TXD2|?|
|GPIO167|SOC_RGMII1_TXD1_R|RGMII_1_TXD1|?|
|GPIO168|SOC_RGMII1_TXD0_R|RGMII_1_TXD0|?|
|GPIO169|SOC_RGMII1_TX_CTL_R|RGMII_1_TX_CTL|?|
|GPIO170|SOC_RGMII1_RX_CLK|RGMII_1_RX_CLK|?|
|GPIO171|SOC_RGMII1_RXD3|RGMII_1_RXD3|?|
|GPIO172|SOC_RGMII1_RXD2|RGMII_1_RXD2|?|
|GPIO173|SOC_RGMII1_RXD1|RGMII_1_RXD1|?|
|GPIO174|SOC_RGMII1_RXD0|RGMII_1_RXD0|?|
|GPIO175|SOC_RGMII1_RX_CTL|RGMII_1_RX_CTL|?|
|GPIO176|SOC_MCU_HDR23|To MCU GPIO and pin header: GPIO or SAF_RGMII_0_MDC|Non safety GPIO|
|GPIO177|SOC_MCU_HDR24|To MCU GPIO and pin header: GPIO or SAF_RGMII_0_MDIO|Non safety GPIO|
|GPIO178|STR_N0|STR_N0 to MCU GPIO|Logic inverted|
|GPIO179|STR_N1|STR_N1 to MCU GPIO|Logic inverted|
|GPIO180|PCIE_CFG0|To pull up/down resistors: pcie_mode_cfg0|?|
|GPIO181|PCIE_CFG1|To pull up/down resistors: pcie_mode_cfg1|?|
|GPIO182|OSC192_SEL|To pull up/down resistors on CPU Board: osc192_sel|Select 19.2MHz clock input type|
|GPIO183|DESER_ERR2_N|CAM_ERROR_N2 input from CSI6/7 DeSerializer 9296A on Camera Board|?|
|GPIO184|SMI_INT1_N|To SMI130: INT1|Reserve 0-ohm to pin header|
|GPIO185|SMI_INT2_N|?|?|

?
SEXXXXX-32,01/Nov/21 2:14 PM;tom.sun;MCU GPIO（临时版本，待更新）：
|port|net name|pin name|IO|Pull-up/down|
|EXTAL|MCU_EXTAL|58|I|?|
|PA[0]_GPIO[0]|MCU_CAN1_RXD|24|?|?|
|PA[1]_GPIO[1]|AP0_PG|19|I|PU|
|PA[2]_GPIO[2]|P3V3_PG|17|I|PU|
|PA[3]_GPIO[3]|MCU_KEY_SIG|114|I|PD|
|PA[4]_GPIO[4]|P11V8_PG|51|I|PU|
|PA[5]_GPIO[5]|MCU_SOC_PS|146|IO|?|
|PA[6]_GPIO[6]|MCU_LIN1_NSLP|147|O|?|
|PA[7]_GPIO[7]|SOC_RESOUT_3V3|128|IO|PU|
|PA[8]_GPIO[8]|MCU_SW_RMII_RXD1|129|I|?|
|PA[9]_GPIO[9]|MCU_SW_RMII_RXD0|130|I|?|
|PA[10]_GPIO[10]|MCU_PHY1_RST_N|131|O|?|
|PA[11]_GPIO[11]|MCU_SW_RMII_RXER|132|I|?|
|PA[12]_GPIO[12]|MCU_ECALL_MUTE|53|I|PD|
|PA[13]_GPIO[13]|MCU_SOC_INT_QNX|52|IO|?|
|PA[14]_GPIO[14]|MCU_LIN2_NSLP|50|O|?|
|PA[15]_GPIO[15]|P3V8_PG|48|I|PU|
|PB[0]_GPIO[16]|MCU_CAN0_TXD|39|?|?|
|PB[1]_GPIO[17]|MCU_CAN0_RXD|40|I|?|
|PB[2]_GPIO[18]|MCU_LIN1_TX|176|?|?|
|PB[3]_GPIO[19]|MCU_LIN1_RX|1|I|PU|
|PB[4]_GPI[20]|SOC_MCU_INT_GPT|88|IO|?|
|PB[5]_GPI[21]|PBAT_DET|91|AD|?|
|PB[6]_GPI[22]|MCU_EXP_INT_N|92|I|PU|
|PB[7]_GPI[23]|ADC_PHANTOM_DET0|93|AD|?|
|PB[8]_GPI[24]|P5V_ANT_ERR_N|61|I|PU|
|PB[9]_GPI[25]|P11V_ANT_ERR_N|60|I|PU|
|PB[10]_GPIO[26]|MCU_FLEXRAY_WAKE|62|O|?|
|PB[11]_GPIO[27]|MCU_SOC_INT_SWDL|96|IO|?|
|PB[12]_GPIO[28]|MCU_SOC_INT_SD|101|IO|?|
|PB[13]_GPIO[29]|PMIC_EN|103|O|?|
|PB[14]_GPIO[30]|P11V8_EN|105|O|?|
|PB[15]_GPIO[31]|MCU_SAF_GP1|107|IO|?|
|PC[0]_GPIO[32]|MCU_JTAG_TDI|154|I|PU|
|PC[1]_GPIO[33]|MCU_JTAG_TDO|149|O|?|
|PC[2]_GPIO[34]|PWR_BTN_N|145|I|PU|
|PC[3]_GPIO[35]|MCU_SOC_DSP|144|IO|?|
|PC[4]_GPIO[36]|MCU_FLEXRAY_STBN|159|O|?|
|PC[5]_GPIO[37]|MCU_FLEXRAY_TX|158|O|?|
|PC[6]_GPIO[38]|MCU_LIN2_TX|44|?|?|
|PC[7]_GPIO[39]|MCU_LIN2_RX|45|?|?|
|PC[8]_GPIO[40]|PC8_UART_TX|175|?|?|
|PC[9]_GPIO[41]|PC9_UART_RX|2|?|?|
|PC[10]_GPIO[42]|MCU_CAN1_TXD|36|?|?|
|PC[11]_GPIO[43]|MCU_KERNEL_SEL|35|IO|?|
|PC[12]_GPIO[44]|MCU_SAF_GP15|173|IO|?|
|PC[13]_GPIO[45]|MCU_CAN0_STBY|174|O|?|
|PC[14]_GPIO[46]|PBAT_LIN_CAN_EN|3|O|?|
|PC[15]_GPIO[47]|SOC_SUSPEND_ACK|4|IO|?|
|PD[0]_GPI[48]|MCU_SAF_GP3|77|IO|?|
|PD[1]_GPI[49]|MCU_LIN1_INH|78|I|PU|
|PD[2]_GPI[50]|SOC_MCU_PD_BU|79|IO|?|
|PD[3]_GPI[51]|ADC_PHANTOM_DET1|80|AD|?|
|PD[4]_GPI[52]|AON_PG|81|I|PU|
|PD[5]_GPI[53]|SOC_MCU_QNX|82|IO|?|
|PD[6]_GPI[54]|BUCK_BOOST_MON|83|AD|?|
|PD[7]_GPI[55]|RTC_LIN_WAKE|84|O|?|
|PD[8]_GPI[56]|ADC_PHANTOM_DET2|87|AD|?|
|PD[9]_GPI[57]|TEMP_SENSE_MAIN_ADC|94|AD|?|
|PD[10]_GPI[58]|ADC_PHANTOM_DET3|95|AD|?|
|PD[12]_GPIO[60]|MCU_CAN1_STBY|100|O|?|
|PD[13]_GPIO[61]|AON_EN|102|O|?|
|PD[14]_GPIO[62]|P3V3_EN|104|O|?|
|PD[15]_GPIO[63]|MCU_SAF_GP0|106|IO|?|
|PE[0]_GPIO[64]|MCU_I2C1_SCL|18|?|?|
|PE[1]_GPIO[65]|MCU_I2C1_SDA|20|?|?|
|PE[2]_GPIO[66]|MCU_FLEXRAY_TXEN|156|O|?|
|PE[3]_GPIO[67]|MCU_FLEXRAY_RX|157|I|?|
|PE[4]_GPIO[68]|P11V8_SYNC|160|O|?|
|PE[5]_GPIO[69]|MCU_FLEXRAY_INH|161|O|?|
|PE[6]_GPIO[70]|P3V3_AUX_SYNC|167|O|?|
|PE[7]_GPIO[71]|MCU_A2B_IRQ|168|I|PU|
|PE[8]_GPIO[72]|MCU_I2C2_SDA|21|?|?|
|PE[9]_GPIO[73]|MCU_I2C2_SCL|22|?|?|
|PE[10]_GPIO[74]|RST_BTN_N|23|I|PU|
|PE[11]_GPIO[75]|MCU_WD_CLK|25|O|?|
|PE[12]_GPIO[76]|MCU_PHY1_INT_N|133|I|PU|
|PE[13]_GPIO[77]|MCU_PHY1_EN|127|O|?|
|PE[14]_GPIO[78]|POC_PWR_EN|136|O|?|
|PE[15]_GPIO[79]|PE15_SPI_SCK|137|O|?|
|PF[0]_GPIO[80]|PF0_SER2_INT_N|63|I|PU|
|PF[1]_GPIO[81]|MCU_LIN3_INH|64|I|PU|
|PF[2]_GPIO[82]|PF2_DIS_PWM|65|O|?|
|PF[3]_GPIO[83]|MCU_KEY_VOLP|66|I|PD|
|PF[4]_GPIO[84]|MCU_CAN1_ERR|67|I|PU|
|PF[5]_GPIO[85]|P5V_EN|68|O|?|
|PF[6]_GPIO[86]|STR_BTN_N|69|I|PU|
|PF[7]_GPIO[87]|MCU_PHY2_RST_N|70|O|?|
|PF[8]_GPIO[88]|MCU_WD_EN|42|O|?|
|PF[9]_GPIO[89]|MCU_EXP_RST_N|41|O|?|
|PF[10]_GPIO[90]|P3V8_EN|46|O|?|
|PF[11]_GPIO[91]|CORE_PG|47|I|PU|
|PF[12]_GPIO[92]|P5V_SYNC|43|O|?|
|PF[13]_GPIO[93]|MCU_LIN2_INH|49|I|PU|
|PF[14]_GPIO[94]|MCU_EPHY_MDIO|126|IO|?|
|PF[15]_GPIO[95]|MCU_SW_RMII_RXDV|125|I|?|
|PG[0]_GPIO[96]|MCU_EPHY_MDC|122|O|?|
|PG[1]_GPIO[97]|PG1_RMII_RCLK|121|O|?|
|PG[2]_GPIO[98]|MCU_SW_SPI_MOSI|16|O|?|
|PG[3]_GPIO[99]|MCU_SW_SPI_CS|15|O|?|
|PG[4]_GPIO[100]|MCU_SW_SPI_SCK|14|O|?|
|PG[5]_GPIO[101]|MCU_SW_SPI_MISO|13|I|?|
|PG[6]_GPIO[102]|MCU_CAN0_EN|38|O|?|
|PG[7]_GPIO[103]|MCU_CAN0_ERR|37|I|PU|
|PG[8]_GPIO[104]|MCU_PHY2_INT_N|34|I|PU|
|PG[9]_GPIO[105]|P3V8_SYNC|33|O|?|
|PG[10]_GPIO[106]|P3V3_SYNC|138|O|?|
|PG[11]_GPIO[107]|AMP4_MUTE|139|O|?|
|PG[12]_GPIO[108]|MCU_CAN1_EN|116|O|?|
|PG[13]_GPIO[109]|CSD_FAIL_DET_N|115|I|PU|
|PG[14]_GPIO[110]|PG14_SPI_IN|134|I|?|
|PG[15]_GPIO[111]|PG15_SPI_OUT|135|O|?|
|PH[0]_GPIO[112]|PH0_RMII_TXD1|117|O|?|
|PH[1]_GPIO[113]|PH1_RMII_TXD0|118|O|?|
|PH[2]_GPIO[114]|PH2_RMII_TXEN|119|O|?|
|PH[3]_GPIO[115]|MCU_SOC_GPIO|120|IO|?|
|PH[4]_GPIO[116]|MCU_FLEXRAY_EN|162|O|?|
|PH[5]_GPIO[117]|MCU_FLEXRAY_BGE|163|O|?|
|PH[6]_GPIO[118]|MCU_SOC_FASTBOOT|164|IO|?|
|PH[7]_GPIO[119]|MCU_FLEXRAY_RXEN|165|I|PU|
|PH[8]_GPIO[120]|MCU_FLEXRAY_ERRN|166|I|PU|
|PH[9]_GPIO[121]|MCU_JTAG_TCK|155|I|PU|
|PH[10]_GPIO[122]|MCU_JTAG_TMS|148|I|PU|
|PH[11]_GPIO[123]|MCU_KEY_VOLM|140|I|PD|
|PH[12]_GPIO[124]|MCU_HDR_0|141|IO|?|
|PH[13]_GPIO[125]|PH13_HUD_PWM|9|O|?|
|PH[14]_GPIO[126]|MCU_SAF_GP2|10|IO|?|
|PH[15]_GPIO[127]|MCU_SAF_SPI1_MOSI|8|O|?|
|PI[0]_GPIO[128]|MCU_LIN3_TX|172|?|?|
|PI[1]_GPIO[129]|MCU_LIN3_RX|171|?|?|
|PI[2]_GPIO[130]|PI2_CSDM_PWM|170|O|?|
|PI[3]_GPIO[131]|MCU_LIN3_NSLP|169|O|?|
|PI[4]_GPIO[132]|MCU_SW_RST_N|143|O|?|
|PI[5]_GPIO[133]|PI5_CSD_PWM|142|O|?|
|PI[6]_GPIO[134]|PI6_SPI_CS|11|I|?|
|PI[7]_GPIO[135]|P5V_PG|12|O|?|
|PI[8]_GPIO[136]|RESIN_N|108|I|PU|
|PI[11]_GPIO[139]|DIS_FAIL_DET_N|111|I|PU|
|PI[12]_GPIO[140]|MCU_SAF_RST_N|112|O|?|
|PI[13]_GPIO[141]|SOC_MCU_PWR_HU|113|IO|?|
|PI[14]_GPIO[142]|SOC_MCU_HB|76|IO|?|
|PI[15]_GPIO[143]|P3V3_AUX_PG|75|I|PU|
|PJ[0]_GPIO[144]|SOC_SLEEP|74|IO|?|
|PJ[1]_GPIO[145]|MCU_SAF_SPI1_MISO|73|I|?|
|PJ[2]_GPIO[146]|MCU_SAF_SPI1_CS_N|72|O|?|
|PJ[3]_GPIO[147]|TEMP_SENSE_AMP_ADC|71|AD|?|
|PJ[4]_GPIO[148]|MCU_SAF_SPI1_SCK|5|O|?|
|PORST|MCU_PORST|153|I|PU|
|RESET|MCU_RST|29|I|PU|
|XTAL|MCU_XTAL|56|?|?|
SEXXXXX-32,12/Nov/21 6:09 PM;xu.zhang;上述回复已认可，可以关闭
SEXXXXX-33,21/Oct/21 3:13 PM;xu.zhang;10/18 SE: 
PLL产生的PCIE参考时钟的Rj值如下：

!https://docx.ecarx.com.cn/uploader/f/wogQ4QZLjpv8FrY6?accessToken=eyJhbGciOiJIUzI1NiIsImtpZCI6ImRlZmF1bHQiLCJ0eXAiOiJKV1QifQ.eyJhdWQiOiJhY2Nlc3NfcmVzb3XXXXXXXXXXXXXXXXXXXXV
有两个pin供外部
SEXXXXX-33,28/Oct/21 5:03 PM;xu.zhang;上述回复已认可，可以关闭
SEXXXXX-34,27/Oct/21 7:30 PM;tom.sun;我司XXXXXXXXXXXXXXXXXXXXXXX是否有样板
SEXXXXX-34,02/Nov/21 6:28 PM;xu.zhang;R1074删掉的意思是：P3V8_IN不用接入到VDD_USB2 ? !https://cts.siengine.com:XXXXXXXXXXXXXXXXXeview|width=318,height=118!
SEXXXXX-34,02/Nov/21 6:31 PM;xu.zhang;上述信息XXXXXXXXXXXXXXXX已反馈在问题管控表中，现更新到此处
SEXXXXX-35,27/Oct/21 7:30 PM;tom.sun;我司XXXXXXXXXXXXXXXXXXXXXXX是否有样板
SEXXXXX-35,28/Oct/21 5:02 PM;xu.zhang;上述回复已认可，可以关闭
SEXXXXX-36,27/Oct/21 7:30 PM;tom.sun;我司XXXXXXXXXXXXXXXXXXXXXXX是否有样板
SEXXXXX-36,28/Oct/21 5:02 PM;xu.zhang;上述回复已认可，可以关闭
SEXXXXX-37,27/Oct/21 7:30 PM;tom.sun;我司XXXXXXXXXXXXXXXXXXXXXXX是否有样板
SEXXXXX-37,28/Oct/21 5:02 PM;xu.zhang;上述回复已认可，可以关闭
VCXXXXE-6,24/Jan/22 3:12 PM;wenqing.zhong;提错位置了，可以关闭
VCXXXXE-7,22/Dec/21 6:02 PM;xu.zhang;cancel
VCXXXXE-8,20/Dec/21 7:51 PM;xu.zhang;E04 SoC应用与SE1000 EVB的差异点.xlsx;https://cts.siengine.com:8443/secure/attachment/14296/E04+SoC%E5%BA%94%E7%94%A8%E4%B8%8ESE1000+EVB%E7%9A%84%E5%B7%AE%E5%BC%82%E7%82%B9.xlsx
VCXXXXE-8,20/Dec/21 7:59 PM;xu.zhang;image-2021-12-20-19-59-24-002.png;https://cts.siengine.com:8443/secure/attachment/14295/image-2021-12-20-19-59-24-002.png
VCXXXXE-8,20/Dec/21 8:07 PM;xu.zhang;image-2021-12-20-20-07-08-187.png;https://cts.siengine.com:8443/secure/attachment/14294/image-2021-12-20-20-07-08-187.png
